payment_date,client_id,invoice_number,billing_entity,ar_account,currency,exchange_rate,amount,account,Location,transtype,comment,Card Reference,reasoncode,sepaprovider,invoice #,payment #,Memo
01/10/2025,58293,58293-POA,Ndevor Systems Ltd : Phorest US,11010 Accounts Receivable : Trade Debtors,USD,1.0,136.95,10043 Bank : CIBC operating a/c US$ # 2605090,United States,CARDSUCCESS,CARD PAYMENT : Outstanding Balance Payment,2.0,,ch_3SDWeAKUOwSvugXx0nzc2nut,CPMT: 58293-POA,CPMT: 58293-POA-01/10/2025,
07/10/2025,28510,28510-POA,Ndevor Systems Ltd : Phorest US,11010 Accounts Receivable : Trade Debtors,USD,1.0,672.08,10043 Bank : CIBC operating a/c US$ # 2605090,United States,CARDSUCCESS,CARD PAYMENT : Outstanding Balance Payment,2.0,,ch_3SFdTwKUOwSvugXx0zvcFo8f,CPMT: 28510-POA,CPMT: 28510-POA-07/10/2025,
09/10/2025,42729,42729-POA,Ndevor Systems Ltd : Phorest US,11010 Accounts Receivable : Trade Debtors,USD,1.0,1071.41,10043 Bank : CIBC operating a/c US$ # 2605090,United States,MANUAL,Funds Reinstated,4.0,,nan,CPMT: 42729-POA,CPMT: 42729-POA-09/10/2025,
14/10/2025,29947,29947-POA,Ndevor Systems Ltd : Phorest US,11010 Accounts Receivable : Trade Debtors,USD,1.0,684.0,10043 Bank : CIBC operating a/c US$ # 2605090,United States,CARDSUCCESS,CARD PAYMENT,2.0,,ch_3SI90bKUOwSvugXx0USaDLeH,CPMT: 29947-POA,CPMT: 29947-POA-14/10/2025,
14/10/2025,32496,32496-POA,Ndevor Systems Ltd : Phorest US,11010 Accounts Receivable : Trade Debtors,USD,1.0,466.0,10043 Bank : CIBC operating a/c US$ # 2605090,United States,CARDSUCCESS,CARD PAYMENT,2.0,,ch_3SI9VvKUOwSvugXx1sIq5W9h,CPMT: 32496-POA,CPMT: 32496-POA-14/10/2025,
14/10/2025,66323,66323-POA,Ndevor Systems Ltd : Phorest US,11010 Accounts Receivable : Trade Debtors,USD,1.0,349.0,10043 Bank : CIBC operating a/c US$ # 2605090,United States,CARDSUCCESS,CARD PAYMENT,2.0,,ch_3SI9mNKUOwSvugXx1Zym7BFM,CPMT: 66323-POA,CPMT: 66323-POA-14/10/2025,
14/10/2025,40174,40174-POA,Ndevor Systems Ltd : Phorest US,11010 Accounts Receivable : Trade Debtors,USD,1.0,561.29,10043 Bank : CIBC operating a/c US$ # 2605090,United States,CARDSUCCESS,CARD PAYMENT : Arrears,2.0,,ch_3SICfZKUOwSvugXx0Kj9mDUC,CPMT: 40174-POA,CPMT: 40174-POA-14/10/2025,
14/10/2025,42263,42263-POA,Ndevor Systems Ltd : Phorest US,11010 Accounts Receivable : Trade Debtors,USD,1.0,684.0,10043 Bank : CIBC operating a/c US$ # 2605090,United States,CARDSUCCESS,CARD PAYMENT : Arrears,2.0,,ch_3SI9lkKUOwSvugXx09gXzaoV,CPMT: 42263-POA,CPMT: 42263-POA-14/10/2025,
14/10/2025,48341,48341-POA,Ndevor Systems Ltd : Phorest US,11010 Accounts Receivable : Trade Debtors,USD,1.0,63.6,10043 Bank : CIBC operating a/c US$ # 2605090,United States,CARDSUCCESS,DDCARD PAYMENT:MESDDD930M817182308QY,2.0,,ch_3SI7wiKUOwSvugXx0d7twH49,CPMT: 48341-POA,CPMT: 48341-POA-14/10/2025,
14/10/2025,49033,49033-POA,Ndevor Systems Ltd : Phorest US,11010 Accounts Receivable : Trade Debtors,USD,1.0,295.0,10043 Bank : CIBC operating a/c US$ # 2605090,United States,CARDSUCCESS,DDCARD PAYMENT:MESDDD4345VB03220P086,2.0,,ch_3SI7w1KUOwSvugXx10mYOrhp,CPMT: 49033-POA,CPMT: 49033-POA-14/10/2025,
15/10/2025,43982,43982-POA,Ndevor Systems Ltd : Phorest US,11010 Accounts Receivable : Trade Debtors,USD,1.0,655.0800000000002,10043 Bank : CIBC operating a/c US$ # 2605090,United States,CARDSUCCESS,CARD PAYMENT : Payment on account,2.0,,ch_3SIVEuKUOwSvugXx1ywWR18n,CPMT: 43982-POA,CPMT: 43982-POA-15/10/2025,
